Amount,Point
956,8030
957,8035
958,8045
959,8055
960,8060
961,8070
962,8080
963,8085
964,8095
965,8105
966,8110
967,8120
968,8130
969,8140
970,8145
971,8155
972,8165
973,8170
974,8180
975,8190
976,8195
977,8205
978,8215
979,8220
980,8230
981,8240
982,8245
983,8255
984,8265
985,8270
986,8280
987,8290
988,8295
989,8305
990,8315
991,8320
992,8330
993,8340
994,8350
995,8355
996,8365
997,8375
998,8380
999,8390
1000,8400
1001,8405
1002,8415
1003,8425
1004,8430
1005,8440
1006,8450
1007,8455
1008,8465
1009,8475
1010,8480
1011,8490
1012,8500
1013,8505
1014,8515
1015,8525
1016,8530
1017,8540
1018,8550
1019,8560
1020,8565
1021,8575
1022,8585
1023,8590
1024,8600
1025,8610
1026,8615
1027,8625
1028,8635
1029,8640
1030,8650
1031,8660
1032,8665
1033,8675
1034,8685
1035,8690
1036,8700
1037,8710
1038,8715
1039,8725
1040,8735
1041,8740
1042,8750
1043,8760
1044,8770
1045,8775
1046,8785
1047,8795
1048,8800
1049,8810
1050,8820
1051,8825
1052,8835
1053,8845
1054,8850
1055,8860
1056,8870
1057,8875
1058,8885
1059,8895
1060,8900
1061,8910
1062,8920
1063,8925
1064,8935
1065,8945
1066,8950
1067,8960
1068,8970
1069,8975
1070,8985
1071,8995
1072,9005
1073,9010
1074,9020
1075,9030
1076,9035
1077,9045
1078,9055
1079,9060
1080,9070
1081,9080
1082,9085
1083,9095
1084,9105
1085,9110
1086,9120
1087,9130
1088,9135
1089,9145
1090,9155
1091,9160
1092,9170
1093,9180
1094,9185
1095,9195
1096,9205
1097,9215
1098,9220
1099,9230
1100,9240
1101,9245
1102,9255
1103,9265
1104,9270
1105,9280
1106,9290
1107,9295
1108,9305
1109,9315
1110,9320
1111,9330
1112,9340
1113,9345
1114,9355
1115,9365
1116,9370
1117,9380
1118,9390
1119,9395
1120,9405
1121,9415
1122,9425
1123,9430
1124,9440
1125,9450
1126,9455
1127,9465
1128,9475
1129,9480
1130,9490
1131,9500
1132,9505
1133,9515
1134,9525
1135,9530
1136,9540
1137,9550
1138,9555
1139,9565
1140,9575
1141,9580
1142,9590
1143,9600
1144,9605
1145,9615
1146,9625
1147,9635
1148,9640
1149,9650
1150,9660
1151,9665
1152,9675
1153,9685
1154,9690
1155,9700
1156,9710
1157,9715
1158,9725
1159,9735
1160,9740
1161,9750
1162,9760
1163,9765
1164,9775
1165,9785
1166,9790
1167,9800
1168,9810
1169,9815
1170,9825
1171,9835
1172,9840
1173,9850
1174,9860
1175,9870
1176,9875
1177,9885
1178,9895
1179,9900
1180,9910
1181,9920
1182,9925
1183,9935
1184,9945
1185,9950
1186,9960
1187,9970
1188,9975
1189,9985
1190,9995
1191,10000
1192,10010
1193,10020
1194,10025
1195,10035
1196,10045
1197,10050
1198,10060
1199,10070
1200,10080
1201,10085
1202,10095
1203,10105
1204,10110
1205,10120
1206,10130
1207,10135
1208,10145
1209,10155
1210,10160
1211,10170
1212,10180
1213,10185
1214,10195
1215,10205
1216,10210
1217,10220
1218,10230
1219,10235
1220,10245
1221,10255
1222,10260
1223,10270
1224,10280
1225,10290
1226,10295
1227,10305
1228,10315
1229,10320
1230,10330
1231,10340
1232,10345
1233,10355
1234,10365
1235,10370
1236,10380
1237,10390
1238,10395
1239,10405
1240,10415
1241,10420
1242,10430
1243,10440
1244,10445
1245,10455
1246,10465
1247,10470
1248,10480
1249,10490
1250,10500
1251,10505
1252,10515
1253,10525
1254,10530
1255,10540
1256,10550
1257,10555
1258,10565
1259,10575
1260,10580
1261,10590
1262,10600
1263,10605
1264,10615
1265,10625
1266,10630
1267,10640
1268,10650
1269,10655
1270,10665
1271,10675
1272,10680
1273,10690
1274,10700
1275,10705
1276,10715
1277,10725
1278,10735
1279,10740
1280,10750
1281,10760
1282,10765
1283,10775
1284,10785
1285,10790
1286,10800
1287,10810
1288,10815
1289,10825
1290,10835
1291,10840
1292,10850
1293,10860
1294,10865
1295,10875
1296,10885
1297,10890
1298,10900
1299,10910
1300,10915
1301,10925
1302,10935
1303,10945
1304,10950
1305,10960
1306,10970
1307,10975
1308,10985
1309,10995
1310,11000
1311,11010
1312,11020
1313,11025
1314,11035
1315,11045
1316,11050
1317,11060
1318,11070
1319,11075
1320,11085
1321,11095
1322,11100
1323,11110
1324,11120
1325,11125
1326,11135
1327,11145
1328,11155
1329,11160
1330,11170
1331,11180
1332,11185
1333,11195
1334,11205
1335,11210
1336,11220
1337,11230
1338,11235
1339,11245
1340,11255
1341,11260
1342,11270
1343,11280
1344,11285
1345,11295
1346,11305
1347,11310
1348,11320
1349,11330
1350,11335
1351,11345
1352,11355
1353,11360
1354,11370
1355,11380
1356,11390
1357,11395
1358,11405
1359,11415
1360,11420
1361,11430
1362,11440
1363,11445
1364,11455
1365,11465
1366,11470
1367,11480
1368,11490
1369,11495
1370,11505
1371,11515
1372,11520
1373,11530
1374,11540
1375,11545
1376,11555
1377,11565
1378,11570
1379,11580
1380,11590
1381,11600
1382,11605
1383,11615
1384,11625
1385,11630
1386,11640
1387,11650
1388,11655
1389,11665
1390,11675
1391,11680
1392,11690
1393,11700
1394,11705
1395,11715
1396,11725
1397,11730
1398,11740
1399,11750
1400,11755
1401,11765
1402,11775
1403,11780
1404,11790
1405,11800
1406,11810
1407,11815
1408,11825
1409,11835
1410,11840
1411,11850
1412,11860
1413,11865
1414,11875
1415,11885
1416,11890
1417,11900
1418,11910
1419,11915
1420,11925
1421,11935
1422,11940
1423,11950
1424,11960
1425,11965
1426,11975
1427,11985
1428,11990
1429,12000
1430,12010
1431,12020
1432,12025
1433,12035
1434,12045
1435,12050
1436,12060
1437,12070
1438,12075
1439,12085
1440,12095
1441,12100
1442,12110
1443,12120
1444,12125
1445,12135
1446,12145
1447,12150
1448,12160
1449,12170
1450,12175
1451,12185
1452,12195
1453,12200
1454,12210
1455,12220
1456,12225
1457,12235
1458,12245
1459,12255
1460,12260
1461,12270
1462,12280
1463,12285
1464,12295
1465,12305
1466,12310
1467,12320
1468,12330
1469,12335
1470,12345
1471,12355
1472,12360
1473,12370
1474,12380
1475,12385
1476,12395
1477,12405
1478,12410
1479,12420
1480,12430
1481,12435
1482,12445
1483,12455
1484,12465
1485,12470
1486,12480
1487,12490
1488,12495
1489,12505
1490,12515
1491,12520
1492,12530
1493,12540
1494,12545
1495,12555
1496,12565
1497,12570
1498,12580
1499,12590
1500,12595
1501,12605
1502,12615
1503,12620
1504,12630
1505,12640
1506,12645
1507,12655
1508,12665
1509,12675
1510,12680
1511,12690
1512,12700
1513,12705
1514,12715
1515,12725
1516,12730
1517,12740
1518,12750
1519,12755
1520,12765
1521,12775
1522,12780
1523,12790
1524,12800
1525,12805
1526,12815
1527,12825
1528,12830
1529,12840
1530,12850
1531,12855
1532,12865
1533,12875
1534,12885
1535,12890
1536,12900
1537,12910
1538,12915
1539,12925
1540,12935
1541,12940
1542,12950
1543,12960
1544,12965
1545,12975
1546,12985
1547,12990
1548,13000
1549,13010
1550,13015
1551,13025
1552,13035
1553,13040
1554,13050
1555,13060
1556,13065
1557,13075
1558,13085
1559,13090
1560,13100
1561,13110
1562,13120
1563,13125
1564,13135
1565,13145
1566,13150
1567,13160
1568,13170
1569,13175
1570,13185
1571,13195
1572,13200
1573,13210
1574,13220
1575,13225
1576,13235
1577,13245
1578,13250
1579,13260
1580,13270
1581,13275
1582,13285
1583,13295
1584,13300
1585,13310
1586,13320
1587,13330
1588,13335
1589,13345
1590,13355
1591,13360
1592,13370
1593,13380
1594,13385
1595,13395
1596,13405
1597,13410
1598,13420
1599,13430
1600,13435
1601,13445
1602,13455
1603,13460
1604,13470
1605,13480
1606,13485
1607,13495
1608,13505
1609,13510
1610,13520
1611,13530
1612,13540
1613,13545
1614,13555
1615,13565
1616,13570
1617,13580
1618,13590
1619,13595
1620,13605
1621,13615
1622,13620
1623,13630
1624,13640
1625,13645
1626,13655
1627,13665
1628,13670
1629,13680
1630,13690
1631,13695
1632,13705
1633,13715
1634,13720
1635,13730
1636,13740
1637,13750
1638,13755
1639,13765
1640,13775
1641,13780
1642,13790
1643,13800
1644,13805
1645,13815
1646,13825
1647,13830
1648,13840
1649,13850
1650,13855
1651,13865
1652,13875
1653,13880
1654,13890
1655,13900
1656,13905
1657,13915
1658,13925
1659,13930
1660,13940
1661,13950
1662,13955
1663,13965
1664,13975
1665,13985
1666,13990
1667,14000
1668,14010
1669,14015
1670,14025
1671,14035
1672,14040
1673,14050
1674,14060
1675,14065
1676,14075
1677,14085
1678,14090
1679,14100
1680,14110
1681,14115
1682,14125
1683,14135
1684,14140
1685,14150
1686,14160
1687,14165
1688,14175
1689,14185
1690,14195
1691,14200
1692,14210
1693,14220
1694,14225
1695,14235
1696,14245
1697,14250
1698,14260
1699,14270
1700,14275
1701,14285
1702,14295
1703,14300
1704,14310
1705,14320
1706,14325
1707,14335
1708,14345
1709,14350
1710,14360
1711,14370
1712,14375
1713,14385
1714,14395
1715,14405
1716,14410
1717,14420
1718,14430
1719,14435
1720,14445
1721,14455
1722,14460
1723,14470
1724,14480
1725,14485
1726,14495
1727,14505
1728,14510
1729,14520
1730,14530
1731,14535
1732,14545
1733,14555
1734,14560
1735,14570
1736,14580
1737,14585
1738,14595
1739,14605
1740,14615
1741,14620
1742,14630
1743,14640
1744,14645
1745,14655
1746,14665
1747,14670
1748,14680
1749,14690
1750,14695
1751,14705
1752,14715
1753,14720
1754,14730
1755,14740
1756,14745
1757,14755
1758,14765
1759,14770
1760,14780
1761,14790
1762,14795
1763,14805
1764,14815
1765,14820
1766,14830
1767,14840
1768,14850
1769,14855
1770,14865
1771,14875
1772,14880
1773,14890
1774,14900
1775,14905
1776,14915
1777,14925
1778,14930
1779,14940
1780,14950
1781,14955
1782,14965
1783,14975
1784,14980
1785,14990
1786,15000
1787,15005
1788,15015
1789,15025
1790,15030
1791,15040
1792,15050
1793,15060
1794,15065
1795,15075
1796,15085
1797,15090
1798,15100
1799,15110
1800,15115
1801,15125
1802,15135
1803,15140
1804,15150
1805,15160
1806,15165
1807,15175
1808,15185
1809,15190
1810,15200
1811,15210
1812,15215
1813,15225
1814,15235
1815,15240
1816,15250
1817,15260
1818,15270
1819,15275
1820,15285
1821,15295
1822,15300
1823,15310
1824,15320
1825,15325
1826,15335
1827,15345
1828,15350
1829,15360
1830,15370
1831,15375
1832,15385
1833,15395
1834,15400
1835,15410
1836,15420
1837,15425
1838,15435
1839,15445
1840,15450
1841,15460
1842,15470
1843,15480
1844,15485
1845,15495
1846,15505
1847,15510
1848,15520
1849,15530
1850,15535
1851,15545
1852,15555
1853,15560
1854,15570
1855,15580
1856,15585
1857,15595
1858,15605
1859,15610
1860,15620
1861,15630
1862,15635
1863,15645
1864,15655
1865,15660
1866,15670
1867,15680
1868,15685
1869,15695
1870,15705
1871,15715
1872,15720
1873,15730
1874,15740
1875,15745
1876,15755
1877,15765
1878,15770
1879,15780
1880,15790
1881,15795
1882,15805
1883,15815
1884,15820
1885,15830
1886,15840
1887,15845
1888,15855
1889,15865
1890,15870
1891,15880
1892,15890
1893,15895
1894,15905
1895,15915
1896,15925
1897,15930
1898,15940
1899,15950
1900,15955
1901,15965
1902,15975
1903,15980
1904,15990
1905,16000
1906,16005
1907,16015
1908,16025
1909,16030
1910,16040
1911,16050
1912,16055
1913,16065
1914,16075
1915,16080
1916,16090
1917,16100
1918,16105
1919,16115
1920,16125
1921,16135
1922,16140
1923,16150
1924,16160
1925,16165
1926,16175
1927,16185
1928,16190
1929,16200
1930,16210
1931,16215
1932,16225
1933,16235
1934,16240
1935,16250
1936,16260
1937,16265
1938,16275
1939,16285
1940,16290
1941,16300
1942,16310
1943,16315
1944,16325
1945,16335
1946,16345
1947,16350
1948,16360
1949,16370
1950,16375
1951,16385
1952,16395
1953,16400
1954,16410
1955,16420
1956,16425
1957,16435
1958,16445
1959,16450
1960,16460
1961,16470
1962,16475
1963,16485
1964,16495
1965,16500
1966,16510
1967,16520
1968,16525
1969,16535
1970,16545
1971,16550
1972,16560
1973,16570
1974,16580
1975,16585
1976,16595
1977,16605
1978,16610
1979,16620
1980,16630
1981,16635
1982,16645
1983,16655
1984,16660
1985,16670
1986,16680
1987,16685
1988,16695
1989,16705
1990,16710
1991,16720
1992,16730
1993,16735
1994,16745
1995,16755
1996,16760
1997,16770
1998,16780
1999,16790
2000,16795
2001,16805
2002,16815
2003,16820
2004,16830
2005,16840
2006,16845
2007,16855
2008,16865
2009,16870
2010,16880
2011,16890
2012,16895
2013,16905
2014,16915
2015,16920
2016,16930
2017,16940
2018,16945
2019,16955
2020,16965
2021,16970
2022,16980
2023,16990
2024,17000
2025,17005
2026,17015
2027,17025
2028,17030
2029,17040
2030,17050
2031,17055
2032,17065
2033,17075
2034,17080
2035,17090
2036,17100
2037,17105
2038,17115
2039,17125
2040,17130
2041,17140
2042,17150
2043,17155
2044,17165
2045,17175
2046,17180
2047,17190
2048,17200
2049,17210
2050,17215
2051,17225
2052,17235
2053,17240
2054,17250
2055,17260
2056,17265
2057,17275
2058,17285
2059,17290
2060,17300
2061,17310
2062,17315
2063,17325
2064,17335
2065,17340
2066,17350
2067,17360
2068,17365
2069,17375
2070,17385
2071,17390
2072,17400
2073,17410
2074,17415
2075,17425
2076,17435
2077,17445
2078,17450
2079,17460
2080,17470
2081,17475
2082,17485
2083,17495
2084,17500
2085,17510
2086,17520
2087,17525
2088,17535
2089,17545
2090,17550
2091,17560
2092,17570
2093,17575
2094,17585
2095,17595
2096,17600
2097,17610
2098,17620
2099,17625
2100,17635
2101,17645
2102,17655
2103,17660
2104,17670
2105,17680
2106,17685
2107,17695
2108,17705
2109,17710
2110,17720
2111,17730
2112,17735
2113,17745
2114,17755
2115,17760
2116,17770
2117,17780
2118,17785
2119,17795
2120,17805
2121,17810
2122,17820
2123,17830
2124,17835
2125,17845
2126,17855
2127,17865
2128,17870
2129,17880
2130,17890
2131,17895
2132,17905
2133,17915
2134,17920
2135,17930
2136,17940
2137,17945
2138,17955
2139,17965
2140,17970
2141,17980
2142,17990
2143,17995
2144,18005
2145,18015
2146,18020
2147,18030
2148,18040
2149,18045
2150,18055
2151,18065
2152,18070
2153,18080
2154,18090
2155,18100
2156,18105
2157,18115
2158,18125
2159,18130
2160,18140
2161,18150
2162,18155
2163,18165
2164,18175
2165,18180
2166,18190
2167,18200
2168,18205
2169,18215
2170,18225
2171,18230
2172,18240
2173,18250
2174,18255
2175,18265
2176,18275
2177,18280
2178,18290
2179,18300
2180,18310
2181,18315
2182,18325
2183,18335
2184,18340
2185,18350
2186,18360
2187,18365
2188,18375
2189,18385
2190,18390
2191,18400
2192,18410
2193,18415
2194,18425
2195,18435
2196,18440
2197,18450
2198,18460
2199,18465
2200,18475
2201,18485
2202,18490
2203,18500
2204,18510
2205,18520
2206,18525
2207,18535
2208,18545
2209,18550
2210,18560
2211,18570
2212,18575
2213,18585
2214,18595
2215,18600
2216,18610
2217,18620
2218,18625
2219,18635
2220,18645
2221,18650
2222,18660
2223,18670
2224,18675
2225,18685
2226,18695
2227,18700
2228,18710
2229,18720
2230,18730
2231,18735
2232,18745
2233,18755
2234,18760
2235,18770
2236,18780
2237,18785
2238,18795
2239,18805
2240,18810
2241,18820
2242,18830
2243,18835
2244,18845
2245,18855
2246,18860
2247,18870
2248,18880
2249,18885
2250,18895
2251,18905
2252,18910
2253,18920
2254,18930
2255,18935
2256,18945
2257,18955
2258,18965
2259,18970
2260,18980
2261,18990
2262,18995
2263,19005
2264,19015
2265,19020
2266,19030
2267,19040
2268,19045
2269,19055
2270,19065
2271,19070
2272,19080
2273,19090
2274,19095
2275,19105
2276,19115
2277,19120
2278,19130
2279,19140
2280,19145
2281,19155
2282,19165
2283,19175
2284,19180
2285,19190
2286,19200
2287,19205
2288,19215
2289,19225
2290,19230
2291,19240
2292,19250
2293,19255
2294,19265
2295,19275
2296,19280
2297,19290
2298,19300
2299,19305
2300,19315
2301,19325
2302,19330
2303,19340
2304,19350
2305,19355
2306,19365
2307,19375
2308,19385
2309,19390
2310,19400
2311,19410
2312,19415
2313,19425
2314,19435
2315,19440
2316,19450
2317,19460
2318,19465
2319,19475
2320,19485
2321,19490
2322,19500
2323,19510
2324,19515
2325,19525
2326,19535
2327,19540
2328,19550
2329,19560
2330,19565
2331,19575
2332,19585
2333,19595
2334,19600
2335,19610
2336,19620
2337,19625
2338,19635
2339,19645
2340,19650
2341,19660
2342,19670
2343,19675
2344,19685
2345,19695
2346,19700
2347,19710
2348,19720
2349,19725
2350,19735
2351,19745
2352,19750
2353,19760
2354,19770
2355,19775
2356,19785
2357,19795
2358,19800
2359,19810
2360,19820
2361,19830
2362,19835
2363,19845
2364,19855
2365,19860
2366,19870
2367,19880
2368,19885
2369,19895
2370,19905
2371,19910
2372,19920
2373,19930
2374,19935
2375,19945
2376,19955
2377,19960
2378,19970
2379,19980
2380,19985
2381,19995
2382,20005
2383,20010
2384,20020
2385,20030
2386,20040
2387,20045
2388,20055
2389,20065
2390,20070
2391,20080
2392,20090
2393,20095
2394,20105
2395,20115
2396,20120
2397,20130
2398,20140
2399,20145
2400,20155
2401,20165
2402,20170
2403,20180
2404,20190
2405,20195
2406,20205
2407,20215
2408,20220
2409,20230
2410,20240
2411,20250
2412,20255
2413,20265
2414,20275
2415,20280
2416,20290
2417,20300
2418,20305
2419,20315
2420,20325
2421,20330
2422,20340
2423,20350
2424,20355
2425,20365
2426,20375
2427,20380
2428,20390
2429,20400
2430,20405
2431,20415
2432,20425
2433,20430
2434,20440
2435,20450
2436,20460
2437,20465
2438,20475
2439,20485
2440,20490
2441,20500
2442,20510
2443,20515
2444,20525
2445,20535
2446,20540
2447,20550
2448,20560
2449,20565
2450,20575
2451,20585
2452,20590
2453,20600
2454,20610
2455,20615
2456,20625
2457,20635
2458,20640
2459,20650
2460,20660
2461,20665
2462,20675
2463,20685
2464,20695
2465,20700
2466,20710
2467,20720
2468,20725
2469,20735
2470,20745
2471,20750
2472,20760
2473,20770
2474,20775
2475,20785
2476,20795
2477,20800
2478,20810
2479,20820
2480,20825
2481,20835
2482,20845
2483,20850
2484,20860
2485,20870
2486,20875
2487,20885
2488,20895
2489,20905
2490,20910
2491,20920
2492,20930
2493,20935
2494,20945
2495,20955
2496,20960
2497,20970
2498,20980
2499,20985
2500,20995
2501,21005
2502,21010
2503,21020
2504,21030
2505,21035
2506,21045
2507,21055
2508,21060
2509,21070
2510,21080
2511,21085
2512,21095
2513,21105
2514,21115
2515,21120
2516,21130
2517,21140
2518,21145
2519,21155
2520,21165
2521,21170
2522,21180
2523,21190
2524,21195
2525,21205
2526,21215
2527,21220
2528,21230
2529,21240
2530,21245
2531,21255
2532,21265
2533,21270
2534,21280
2535,21290
2536,21295
2537,21305
2538,21315
2539,21325
2540,21330
2541,21340
2542,21350
2543,21355
2544,21365
2545,21375
2546,21380
2547,21390
2548,21400
2549,21405
2550,21415
2551,21425
2552,21430
2553,21440
2554,21450
2555,21455
2556,21465
2557,21475
2558,21480
2559,21490
2560,21500
2561,21505
2562,21515
2563,21525
2564,21530
2565,21540
2566,21550
2567,21560
2568,21565
2569,21575
2570,21585
2571,21590
2572,21600
2573,21610
2574,21615
2575,21625
2576,21635
2577,21640
2578,21650
2579,21660
2580,21665
2581,21675
2582,21685
2583,21690
2584,21700
2585,21710
2586,21715
2587,21725
2588,21735
2589,21740
2590,21750
2591,21760
2592,21770
2593,21775
2594,21785
2595,21795
2596,21800
2597,21810
2598,21820
2599,21825
2600,21835
2601,21845
2602,21850
2603,21860
2604,21870
2605,21875
2606,21885
2607,21895
2608,21900
2609,21910
2610,21920
2611,21925
2612,21935
2613,21945
2614,21950
2615,21960
2616,21970
2617,21980
2618,21985
2619,21995
2620,22005
2621,22010
2622,22020
2623,22030
2624,22035
2625,22045
2626,22055
2627,22060
2628,22070
2629,22080
2630,22085
2631,22095
2632,22105
2633,22110
2634,22120
2635,22130
2636,22135
2637,22145
2638,22155
2639,22160
2640,22170
2641,22180
2642,22190
2643,22195
2644,22205
2645,22215
2646,22220
2647,22230
2648,22240
2649,22245
2650,22255
2651,22265
2652,22270
2653,22280
2654,22290
2655,22295
2656,22305
2657,22315
2658,22320
2659,22330
2660,22340
2661,22345
2662,22355
2663,22365
2664,22370
2665,22380
2666,22390
2667,22395
2668,22405
2669,22415
2670,22425
2671,22430
2672,22440
2673,22450
2674,22455
2675,22465
2676,22475
2677,22480
2678,22490
2679,22500
2680,22505
2681,22515
2682,22525
2683,22530
2684,22540
2685,22550
2686,22555
2687,22565
2688,22575
2689,22580
2690,22590
2691,22600
2692,22605
2693,22615
2694,22625
2695,22635
2696,22640
2697,22650
2698,22660
2699,22665
2700,22675
2701,22685
2702,22690
2703,22700
2704,22710
2705,22715
2706,22725
2707,22735
2708,22740
2709,22750
2710,22760
2711,22765
2712,22775
2713,22785
2714,22790
2715,22800
2716,22810
2717,22815
2718,22825
2719,22835
2720,22845
2721,22850
2722,22860
2723,22870
2724,22875
2725,22885
2726,22895
2727,22900
2728,22910
2729,22920
2730,22925
2731,22935
2732,22945
2733,22950
2734,22960
2735,22970
2736,22975
2737,22985
2738,22995
2739,23000
2740,23010
2741,23020
2742,23025
2743,23035
2744,23045
2745,23055
2746,23060
2747,23070
2748,23080
2749,23085
2750,23095
2751,23105
2752,23110
2753,23120
2754,23130
2755,23135
2756,23145
2757,23155
2758,23160
2759,23170
2760,23180
2761,23185
2762,23195
2763,23205
2764,23210
2765,23220
2766,23230
2767,23235
2768,23245
2769,23255
2770,23260
2771,23270
2772,23280
2773,23290
2774,23295
2775,23305
2776,23315
2777,23320
2778,23330
2779,23340
2780,23345
2781,23355
2782,23365
2783,23370
2784,23380
2785,23390
2786,23395
2787,23405
2788,23415
2789,23420
2790,23430
2791,23440
2792,23445
2793,23455
2794,23465
2795,23470
2796,23480
2797,23490
2798,23500
2799,23505
2800,23515
2801,23525
2802,23530
2803,23540
2804,23550
2805,23555
2806,23565
2807,23575
2808,23580
2809,23590
2810,23600
2811,23605
2812,23615
2813,23625
2814,23630
2815,23640
2816,23650
2817,23655
2818,23665
2819,23675
2820,23680
2821,23690
2822,23700
2823,23710
2824,23715
2825,23725
2826,23735
2827,23740
2828,23750
2829,23760
2830,23765
2831,23775
2832,23785
2833,23790
2834,23800
2835,23810
2836,23815
2837,23825
2838,23835
2839,23840
2840,23850
2841,23860
2842,23865
2843,23875
2844,23885
2845,23890
2846,23900
2847,23910
2848,23920
2849,23925
2850,23935
2851,23945
2852,23950
2853,23960
2854,23970
2855,23975
2856,23985
2857,23995
2858,24000
2859,24010
2860,24020
2861,24025
2862,24035
2863,24045
2864,24050
2865,24060
2866,24070
2867,24075
2868,24085
2869,24095
2870,24100
2871,24110
2872,24120
2873,24125
2874,24135
2875,24145
2876,24155
2877,24160
2878,24170
2879,24180
2880,24185
2881,24195
2882,24205
2883,24210
2884,24220
2885,24230
2886,24235
2887,24245
2888,24255
2889,24260
2890,24270
2891,24280
2892,24285
2893,24295
2894,24305
2895,24310
2896,24320
2897,24330
2898,24335
2899,24345
2900,24355
2901,24365
2902,24370
2903,24380
2904,24390
2905,24395
2906,24405
2907,24415
2908,24420
2909,24430
2910,24440
2911,24445
2912,24455
2913,24465
2914,24470
2915,24480
2916,24490
2917,24495
2918,24505
2919,24515
2920,24520
2921,24530
2922,24540
2923,24545
2924,24555
2925,24565
2926,24575
2927,24580
2928,24590
2929,24600
2930,24605
2931,24615
2932,24625
2933,24630
2934,24640
2935,24650
2936,24655
2937,24665
2938,24675
2939,24680
2940,24690
2941,24700
2942,24705
2943,24715
2944,24725
2945,24730
2946,24740
2947,24750
2948,24755
2949,24765
2950,24775
2951,24780
2952,24790
2953,24800
2954,24810
2955,24815
2956,24825
2957,24835
2958,24840
2959,24850
2960,24860
2961,24865
2962,24875
2963,24885
2964,24890
2965,24900
2966,24910
2967,24915
2968,24925
2969,24935
2970,24940
2971,24950
2972,24960
2973,24965
2974,24975
2975,24985
2976,24990
2977,25000
2978,25010
2979,25020
2980,25025
2981,25035
2982,25045
2983,25050
2984,25060
2985,25070
2986,25075
2987,25085
2988,25095
2989,25100
2990,25110
2991,25120
2992,25125
2993,25135
2994,25145
2995,25150
2996,25160
