Amount,Point
2997,25170
2998,25175
2999,25185
3000,25195
3001,25200
3002,25210
3003,25220
3004,25230
3005,25235
3006,25245
3007,25255
3008,25260
3009,25270
3010,25280
3011,25285
3012,25295
3013,25305
3014,25310
3015,25320
3016,25330
3017,25335
3018,25345
3019,25355
3020,25360
3021,25370
3022,25380
3023,25385
3024,25395
3025,25405
3026,25410
3027,25420
3028,25430
3029,25440
3030,25445
3031,25455
3032,25465
3033,25470
3034,25480
3035,25490
3036,25495
3037,25505
3038,25515
3039,25520
3040,25530
3041,25540
3042,25545
3043,25555
3044,25565
3045,25570
3046,25580
3047,25590
3048,25595
3049,25605
3050,25615
3051,25620
3052,25630
3053,25640
3054,25645
3055,25655
3056,25665
3057,25675
3058,25680
3059,25690
3060,25700
3061,25705
3062,25715
3063,25725
3064,25730
3065,25740
3066,25750
3067,25755
3068,25765
3069,25775
3070,25780
3071,25790
3072,25800
3073,25805
3074,25815
3075,25825
3076,25830
3077,25840
3078,25850
3079,25855
3080,25865
3081,25875
3082,25885
3083,25890
3084,25900
3085,25910
3086,25915
3087,25925
3088,25935
3089,25940
3090,25950
3091,25960
3092,25965
3093,25975
3094,25985
3095,25990
3096,26000
3097,26010
3098,26015
3099,26025
3100,26035
3101,26040
3102,26050
3103,26060
3104,26065
3105,26075
3106,26085
3107,26095
3108,26100
3109,26110
3110,26120
3111,26125
3112,26135
3113,26145
3114,26150
3115,26160
3116,26170
3117,26175
3118,26185
3119,26195
3120,26200
3121,26210
3122,26220
3123,26225
3124,26235
3125,26245
3126,26250
3127,26260
3128,26270
3129,26275
3130,26285
3131,26295
3132,26305
3133,26310
3134,26320
3135,26330
3136,26335
3137,26345
3138,26355
3139,26360
3140,26370
3141,26380
3142,26385
3143,26395
3144,26405
3145,26410
3146,26420
3147,26430
3148,26435
3149,26445
3150,26455
3151,26460
3152,26470
3153,26480
3154,26485
3155,26495
3156,26505
3157,26510
3158,26520
3159,26530
3160,26540
3161,26545
3162,26555
3163,26565
3164,26570
3165,26580
3166,26590
3167,26595
3168,26605
3169,26615
3170,26620
3171,26630
3172,26640
3173,26645
3174,26655
3175,26665
3176,26670
3177,26680
3178,26690
3179,26695
3180,26705
3181,26715
3182,26720
3183,26730
3184,26740
3185,26750
3186,26755
3187,26765
3188,26775
3189,26780
3190,26790
3191,26800
3192,26805
3193,26815
3194,26825
3195,26830
3196,26840
3197,26850
3198,26855
3199,26865
3200,26875
3201,26880
3202,26890
3203,26900
3204,26905
3205,26915
3206,26925
3207,26930
3208,26940
3209,26950
3210,26960
3211,26965
3212,26975
3213,26985
3214,26990
3215,27000
3216,27010
3217,27015
3218,27025
3219,27035
3220,27040
3221,27050
3222,27060
3223,27065
3224,27075
3225,27085
3226,27090
3227,27100
3228,27110
3229,27115
3230,27125
3231,27135
3232,27140
3233,27150
3234,27160
3235,27170
3236,27175
3237,27185
3238,27195
3239,27200
3240,27210
3241,27220
3242,27225
3243,27235
3244,27245
3245,27250
3246,27260
3247,27270
3248,27275
3249,27285
3250,27295
3251,27300
3252,27310
3253,27320
3254,27325
3255,27335
3256,27345
3257,27350
3258,27360
3259,27370
3260,27375
3261,27385
3262,27395
3263,27405
3264,27410
3265,27420
3266,27430
3267,27435
3268,27445
3269,27455
3270,27460
3271,27470
3272,27480
3273,27485
3274,27495
3275,27505
3276,27510
3277,27520
3278,27530
3279,27535
3280,27545
3281,27555
3282,27560
3283,27570
3284,27580
3285,27585
3286,27595
3287,27605
3288,27615
3289,27620
3290,27630
3291,27640
3292,27645
3293,27655
3294,27665
3295,27670
3296,27680
3297,27690
3298,27695
3299,27705
3300,27715
3301,27720
3302,27730
3303,27740
3304,27745
3305,27755
3306,27765
3307,27770
3308,27780
3309,27790
3310,27795
3311,27805
3312,27815
3313,27825
3314,27830
3315,27840
3316,27850
3317,27855
3318,27865
3319,27875
3320,27880
3321,27890
3322,27900
3323,27905
3324,27915
3325,27925
3326,27930
3327,27940
3328,27950
3329,27955
3330,27965
3331,27975
3332,27980
3333,27990
3334,28000
3335,28005
3336,28015
3337,28025
3338,28035
3339,28040
3340,28050
3341,28060
3342,28065
3343,28075
3344,28085
3345,28090
3346,28100
3347,28110
3348,28115
3349,28125
3350,28135
3351,28140
3352,28150
3353,28160
3354,28165
3355,28175
3356,28185
3357,28190
3358,28200
3359,28210
3360,28215
3361,28225
3362,28235
3363,28240
3364,28250
3365,28260
3366,28270
3367,28275
3368,28285
3369,28295
3370,28300
3371,28310
3372,28320
3373,28325
3374,28335
3375,28345
3376,28350
3377,28360
3378,28370
3379,28375
3380,28385
3381,28395
3382,28400
3383,28410
3384,28420
3385,28425
3386,28435
3387,28445
3388,28450
3389,28460
3390,28470
3391,28480
3392,28485
3393,28495
3394,28505
3395,28510
3396,28520
3397,28530
3398,28535
3399,28545
3400,28555
3401,28560
3402,28570
3403,28580
3404,28585
3405,28595
3406,28605
3407,28610
3408,28620
3409,28630
3410,28635
3411,28645
3412,28655
3413,28660
3414,28670
3415,28680
3416,28690
3417,28695
3418,28705
3419,28715
3420,28720
3421,28730
3422,28740
3423,28745
3424,28755
3425,28765
3426,28770
3427,28780
3428,28790
3429,28795
3430,28805
3431,28815
3432,28820
3433,28830
3434,28840
3435,28845
3436,28855
3437,28865
3438,28870
3439,28880
3440,28890
3441,28900
3442,28905
3443,28915
3444,28925
3445,28930
3446,28940
3447,28950
3448,28955
3449,28965
3450,28975
3451,28980
3452,28990
3453,29000
3454,29005
3455,29015
3456,29025
3457,29030
3458,29040
3459,29050
3460,29055
3461,29065
3462,29075
3463,29080
3464,29090
3465,29100
3466,29105
3467,29115
3468,29125
3469,29135
3470,29140
3471,29150
3472,29160
3473,29165
3474,29175
3475,29185
3476,29190
3477,29200
3478,29210
3479,29215
3480,29225
3481,29235
3482,29240
3483,29250
3484,29260
3485,29265
3486,29275
3487,29285
3488,29290
3489,29300
3490,29310
3491,29315
3492,29325
3493,29335
3494,29345
3495,29350
3496,29360
3497,29370
3498,29375
3499,29385
3500,29395
3501,29400
3502,29410
3503,29420
3504,29425
3505,29435
3506,29445
3507,29450
3508,29460
3509,29470
3510,29475
3511,29485
3512,29495
3513,29500
3514,29510
3515,29520
3516,29525
3517,29535
3518,29545
3519,29555
3520,29560
3521,29570
3522,29580
3523,29585
3524,29595
3525,29605
3526,29610
3527,29620
3528,29630
3529,29635
3530,29645
3531,29655
3532,29660
3533,29670
3534,29680
3535,29685
3536,29695
3537,29705
3538,29710
3539,29720
3540,29730
3541,29735
3542,29745
3543,29755
3544,29765
3545,29770
3546,29780
3547,29790
3548,29795
3549,29805
3550,29815
3551,29820
3552,29830
3553,29840
3554,29845
3555,29855
3556,29865
3557,29870
3558,29880
3559,29890
3560,29895
3561,29905
3562,29915
3563,29920
3564,29930
3565,29940
3566,29945
3567,29955
3568,29965
3569,29970
3570,29980
3571,29990
3572,30000
3573,30005
3574,30015
3575,30025
3576,30030
3577,30040
3578,30050
3579,30055
3580,30065
3581,30075
3582,30080
3583,30090
3584,30100
3585,30105
3586,30115
3587,30125
3588,30130
3589,30140
3590,30150
3591,30155
3592,30165
3593,30175
3594,30180
3595,30190
3596,30200
3597,30210
3598,30215
3599,30225
3600,30235
